Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Effective To Date - Month,Effective To Date - Year
AM88377,California,No,Basic,Bachelor,2011-02-23,Retired,F,Suburban,Married,Corporate Auto,2,1,Branch,Standard,Medsize,2,2011
JA47688,California,No,Extended,Master,2011-02-27,Employed,M,Suburban,Single,Personal Auto,2,3,Branch,Standard,Medsize,2,2011
GP87031,California,No,Extended,College,2011-01-30,Medical Leave,F,Suburban,Divorced,Corporate Auto,3,4,Web,Standard,Small,1,2011
ZV43350,California,No,Premium,Bachelor,2011-02-11,Unemployed,F,Suburban,Married,Personal Auto,2,1,Branch,Standard,Medsize,2,2011
TG37259,California,No,Extended,Master,2011-01-22,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Standard,Medsize,1,2011
KM22467,California,No,Basic,Bachelor,2011-01-06,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
JB32090,California,No,Extended,High School or Below,2011-01-06,Employed,F,Suburban,Married,Personal Auto,3,4,Agent,Standard,Medsize,1,2011
EY78874,California,No,Basic,Doctor,2011-02-11,Medical Leave,M,Suburban,Married,Corporate Auto,1,4,Agent,Standard,Small,2,2011
ZT60177,California,No,Basic,High School or Below,2011-02-20,Unemployed,F,Suburban,Single,Personal Auto,3,1,Web,Sports,Medsize,2,2011
RV92809,California,Yes,Basic,College,2011-02-05,Medical Leave,M,Suburban,Married,Personal Auto,2,1,Branch,Standard,Medsize,2,2011
VI69768,California,No,Basic,Bachelor,2011-01-25,Employed,M,Suburban,Married,Personal Auto,1,2,Call Center,Sports,Small,1,2011
NP40205,California,No,Extended,Bachelor,2011-02-03,Employed,M,Rural,Married,Corporate Auto,3,2,Branch,Standard,Small,2,2011
LZ56963,California,No,Basic,College,2011-01-08,Employed,F,Suburban,Single,Corporate Auto,2,1,Call Center,Sports,Small,1,2011
CO56168,California,No,Basic,High School or Below,2011-01-24,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Sports,Small,1,2011
HJ64239,California,No,Basic,College,2011-01-01,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Sports,Medsize,1,2011
WX80471,California,No,Extended,High School or Below,2011-01-27,Employed,M,Rural,Married,Personal Auto,2,3,Branch,Standard,Medsize,1,2011
EH51056,California,No,Basic,High School or Below,2011-01-20,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Standard,Small,1,2011
DK19711,California,No,Basic,College,2011-01-30,Employed,M,Urban,Divorced,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
ZJ71004,California,No,Basic,Bachelor,2011-01-20,Employed,F,Rural,Married,Personal Auto,3,4,Web,Standard,Medsize,1,2011
CE68841,California,No,Basic,Bachelor,2011-01-15,Employed,F,Rural,Married,Corporate Auto,1,1,Agent,Sports,Medsize,1,2011
HX41374,California,No,Extended,High School or Below,2011-01-14,Employed,M,Rural,Married,Personal Auto,3,3,Call Center,Sports,Medsize,1,2011
QE13586,California,Yes,Extended,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Standard,Large,1,2011
PA20570,California,No,Extended,Bachelor,2011-02-02,Employed,M,Suburban,Married,Personal Auto,1,4,Agent,Standard,Medsize,2,2011
MB91424,California,No,Basic,College,2011-02-10,Employed,M,Suburban,Married,Corporate Auto,3,4,Branch,Standard,Medsize,2,2011
QW98193,California,No,Basic,College,2011-01-27,Employed,M,Suburban,Single,Corporate Auto,2,3,Branch,Sports,Medsize,1,2011
TS53731,California,No,Basic,College,2011-02-20,Employed,F,Rural,Married,Personal Auto,2,3,Call Center,Sports,Medsize,2,2011
WK55963,California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Corporate Auto,3,3,Web,Standard,Medsize,1,2011
CE71123,California,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Single,Personal Auto,2,1,Call Center,Sports,Small,2,2011
KK38827,California,Yes,Basic,Master,2011-01-17,Employed,F,Suburban,Single,Personal Auto,2,2,Branch,Sports,Large,1,2011
YH81239,California,No,Extended,High School or Below,2011-01-13,Employed,M,Suburban,Divorced,Personal Auto,3,1,Call Center,Standard,Medsize,1,2011
MD32702,California,No,Basic,Bachelor,2011-01-06,Unemployed,F,Suburban,Single,Personal Auto,3,1,Call Center,Sports,Medsize,1,2011
UK79109,California,Yes,Basic,College,2011-01-11,Employed,M,Suburban,Married,Corporate Auto,1,2,Call Center,Sports,Medsize,1,2011
TV37646,California,No,Basic,College,2011-02-12,Employed,F,Suburban,Married,Personal Auto,3,4,Agent,Sports,Small,2,2011
QS35019,California,Yes,Premium,Master,2011-01-26,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
RJ62038,California,No,Extended,High School or Below,2011-02-26,Unemployed,M,Suburban,Single,Personal Auto,1,2,Web,Standard,Small,2,2011
VX94337,California,No,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Divorced,Corporate Auto,3,3,Call Center,Sports,Medsize,2,2011
GM54723,California,No,Basic,Bachelor,2011-02-02,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Branch,Standard,Small,2,2011
ET39822,California,Yes,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal Auto,2,2,Web,Standard,Medsize,1,2011
WA94988,California,No,Extended,Bachelor,2011-02-03,Employed,F,Suburban,Single,Corporate Auto,3,2,Call Center,Sports,Small,2,2011
WZ23060,California,No,Premium,Bachelor,2011-02-16,Employed,F,Suburban,Married,Personal Auto,2,2,Web,Sports,Medsize,2,2011
HK84372,California,No,Basic,High School or Below,2011-02-06,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Standard,Small,2,2011
WG28563,California,No,Basic,Doctor,2011-01-04,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
KE70943,California,No,Extended,College,2011-01-20,Employed,F,Suburban,Divorced,Personal Auto,3,3,Web,Sports,Medsize,1,2011
LD76400,California,No,Extended,Bachelor,2011-01-31,Employed,F,Suburban,Married,Corporate Auto,1,3,Agent,Sports,Medsize,1,2011
DR54244,California,No,Basic,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Personal Auto,3,1,Call Center,Standard,Medsize,2,2011
FV63234,California,No,Basic,Bachelor,2011-02-28,Unemployed,F,Suburban,Divorced,Personal Auto,2,2,Branch,Standard,Medsize,2,2011
IV60781,California,Yes,Extended,Doctor,2011-01-08,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,Standard,Medsize,1,2011
AK59340,California,No,Basic,High School or Below,2011-01-05,Employed,M,Rural,Single,Corporate Auto,3,1,Branch,Standard,Medsize,1,2011
NF78904,California,No,Basic,Bachelor,2011-01-12,Employed,F,Rural,Married,Corporate Auto,2,1,Branch,Standard,Medsize,1,2011
IS55638,California,No,Basic,College,2011-02-18,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,Standard,Medsize,2,2011
RD40721,California,No,Extended,High School or Below,2011-01-11,Unemployed,M,Suburban,Divorced,Corporate Auto,3,3,Agent,Standard,Medsize,1,2011
ZF70768,California,No,Premium,High School or Below,2011-01-01,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Standard,Large,1,2011
FH68849,California,No,Basic,Bachelor,2011-01-23,Unemployed,F,Suburban,Single,Personal Auto,2,2,Web,Sports,Medsize,1,2011
ZO42514,California,No,Premium,Bachelor,2011-02-26,Employed,F,Urban,Divorced,Personal Auto,3,3,Agent,Standard,Medsize,2,2011
FR66336,California,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Married,Personal Auto,3,2,Call Center,Standard,Medsize,2,2011
MQ84363,California,No,Extended,Bachelor,2011-02-28,Employed,M,Urban,Divorced,Corporate Auto,1,1,Agent,Standard,Medsize,2,2011
UC75204,California,No,Basic,High School or Below,2011-02-11,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Luxury,Small,2,2011
WN56695,California,No,Premium,College,2011-02-11,Unemployed,M,Suburban,Married,Personal Auto,2,1,Web,Standard,Medsize,2,2011
MF59279,California,No,Basic,Bachelor,2011-02-15,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,Standard,Small,2,2011
US30122,California,No,Basic,College,2011-02-28,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Branch,Luxury,Medsize,2,2011
IM15403,California,No,Extended,College,2011-02-01,Employed,M,Urban,Divorced,Corporate Auto,2,3,Agent,Standard,Medsize,2,2011
IH18704,California,No,Basic,Master,2011-01-30,Disabled,M,Suburban,Married,Personal Auto,2,2,Agent,Sports,Medsize,1,2011
FP27229,California,No,Extended,College,2011-01-05,Employed,F,Suburban,Single,Corporate Auto,3,1,Agent,Standard,Medsize,1,2011
ZA60820,California,No,Basic,High School or Below,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,2,2,Call Center,Standard,Medsize,1,2011
WT65970,California,No,Extended,High School or Below,2011-01-02,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
IX10511,California,No,Basic,College,2011-02-08,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Sports,Medsize,2,2011
XB71208,California,No,Basic,College,2011-02-14,Employed,F,Urban,Single,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
QI99143,California,No,Extended,Bachelor,2011-01-28,Employed,F,Urban,Married,Corporate Auto,1,1,Agent,Standard,Medsize,1,2011
XQ19310,California,No,Basic,High School or Below,2011-01-16,Unemployed,F,Suburban,Single,Personal Auto,3,2,Call Center,Standard,Medsize,1,2011
HK40573,California,No,Extended,College,2011-01-08,Employed,M,Urban,Married,Personal Auto,2,1,Call Center,Sports,Medsize,1,2011
NN65590,California,No,Basic,College,2011-02-10,Employed,F,Suburban,Single,Personal Auto,1,2,Web,Standard,Medsize,2,2011
NG15940,California,No,Basic,High School or Below,2011-01-16,Unemployed,M,Suburban,Single,Corporate Auto,3,3,Agent,Standard,Medsize,1,2011
UE96503,California,No,Basic,Doctor,2011-02-05,Unemployed,M,Suburban,Married,Corporate Auto,2,4,Web,Standard,Medsize,2,2011
AE90216,California,Yes,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Divorced,Personal Auto,2,2,Branch,Standard,Medsize,1,2011
LJ20215,California,No,Extended,High School or Below,2011-01-23,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Standard,Medsize,1,2011
PF78020,California,No,Basic,College,2011-02-15,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Standard,Small,2,2011
IU71285,California,No,Extended,Bachelor,2011-01-16,Employed,F,Rural,Divorced,Personal Auto,2,1,Call Center,Standard,Large,1,2011
RM93459,California,Yes,Basic,College,2011-02-28,Unemployed,M,Suburban,Divorced,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
XV53963,California,No,Extended,High School or Below,2011-01-10,Employed,M,Suburban,Married,Personal Auto,3,2,Web,Sports,Medsize,1,2011
ZK71157,California,No,Basic,Bachelor,2011-02-27,Employed,F,Urban,Single,Corporate Auto,1,2,Call Center,Standard,Medsize,2,2011
FS31523,California,No,Extended,High School or Below,2011-02-01,Unemployed,F,Suburban,Married,Personal Auto,3,2,Call Center,Sports,Small,2,2011
NH99355,California,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Married,Personal Auto,2,3,Call Center,Standard,Medsize,1,2011
EZ11341,California,No,Basic,College,2011-01-20,Employed,M,Rural,Single,Personal Auto,1,3,Branch,Standard,Medsize,1,2011
QE52050,California,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Corporate Auto,3,2,Agent,Standard,Small,1,2011
YT92071,California,No,Basic,Master,2011-01-30,Employed,F,Suburban,Divorced,Corporate Auto,2,3,Web,Standard,Medsize,1,2011
LO14234,California,No,Premium,High School or Below,2011-01-10,Unemployed,M,Suburban,Single,Personal Auto,2,2,Agent,Sports,Medsize,1,2011
HH49378,California,No,Basic,Master,2011-02-20,Employed,M,Rural,Married,Corporate Auto,3,2,Web,Sports,Medsize,2,2011
JY66887,California,No,Extended,High School or Below,2011-02-27,Unemployed,F,Suburban,Single,Personal Auto,2,2,Branch,Luxury,Medsize,2,2011
HZ39601,California,No,Extended,College,2011-02-21,Retired,F,Suburban,Divorced,Personal Auto,2,2,Call Center,Sports,Medsize,2,2011
TV35668,California,Yes,Basic,College,2011-02-02,Medical Leave,F,Suburban,Married,Personal Auto,3,2,Call Center,Standard,Medsize,2,2011
BK83393,California,No,Basic,Bachelor,2011-02-11,Employed,F,Urban,Divorced,Personal Auto,3,1,Agent,Sports,Medsize,2,2011
ZN98560,California,No,Basic,College,2011-02-12,Unemployed,M,Rural,Married,Corporate Auto,1,1,Branch,Sports,Medsize,2,2011
ZR81759,California,No,Basic,Master,2011-02-02,Employed,M,Urban,Married,Personal Auto,3,3,Web,Standard,Medsize,2,2011
SV46904,California,No,Extended,High School or Below,2011-01-24,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Standard,Medsize,1,2011
YN69214,California,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,1,2,Web,Standard,Medsize,1,2011
ZI69514,California,No,Basic,College,2011-01-24,Employed,M,Rural,Married,Corporate Auto,3,3,Agent,Standard,Medsize,1,2011
NL33789,California,No,Basic,Bachelor,2011-01-20,Employed,F,Rural,Divorced,Corporate Auto,2,2,Call Center,Sports,Medsize,1,2011
LU53495,California,No,Basic,College,2011-01-03,Employed,M,Rural,Married,Personal Auto,2,3,Branch,Standard,Medsize,1,2011
HN89408,California,No,Premium,College,2011-01-12,Unemployed,M,Suburban,Single,Corporate Auto,3,1,Branch,Standard,Medsize,1,2011
PF71940,California,No,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Sports,Small,1,2011
VJ49806,California,No,Basic,College,2011-02-12,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
GY40926,California,No,Basic,College,2011-01-26,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Medsize,1,2011
II32272,California,No,Extended,High School or Below,2011-02-17,Disabled,F,Suburban,Married,Personal Auto,3,4,Call Center,Sports,Medsize,2,2011
NG68910,California,No,Basic,High School or Below,2011-02-20,Employed,M,Suburban,Married,Corporate Auto,1,4,Agent,Sports,Medsize,2,2011
XK43825,California,No,Basic,College,2011-02-25,Unemployed,M,Suburban,Married,Personal Auto,3,3,Call Center,Standard,Medsize,2,2011
LA29810,California,No,Extended,College,2011-02-23,Employed,F,Suburban,Married,Personal Auto,2,2,Branch,Standard,Medsize,2,2011
BU71528,California,No,Premium,College,2011-02-01,Disabled,M,Suburban,Married,Personal Auto,1,2,Call Center,Standard,Small,2,2011
OM73267,California,No,Basic,High School or Below,2011-01-11,Employed,F,Suburban,Married,Corporate Auto,3,1,Call Center,Standard,Medsize,1,2011
IW72280,California,No,Basic,Doctor,2011-02-14,Employed,F,Urban,Married,Corporate Auto,2,2,Branch,Standard,Medsize,2,2011
PH47195,California,No,Extended,Bachelor,2011-02-20,Employed,M,Rural,Divorced,Personal Auto,2,1,Call Center,Sports,Medsize,2,2011
KU85991,California,Yes,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Corporate Auto,3,2,Call Center,Standard,Small,1,2011
LK49091,California,No,Extended,Bachelor,2011-02-02,Employed,F,Rural,Married,Personal Auto,2,2,Branch,Standard,Large,2,2011
OK96130,California,No,Extended,High School or Below,2011-02-12,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Sports,Medsize,2,2011
MN83273,California,Yes,Premium,High School or Below,2011-01-31,Employed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,Standard,Medsize,1,2011
NY89701,California,No,Extended,Bachelor,2011-02-05,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Standard,Large,2,2011
FL30667,California,No,Extended,College,2011-01-19,Employed,F,Suburban,Married,Corporate Auto,1,4,Branch,Standard,Small,1,2011
AW27717,California,No,Extended,High School or Below,2011-01-08,Disabled,F,Rural,Single,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
OL28568,California,No,Premium,Bachelor,2011-02-07,Employed,M,Suburban,Single,Personal Auto,2,3,Branch,Standard,Medsize,2,2011
EA52579,California,No,Basic,Bachelor,2011-02-26,Unemployed,F,Suburban,Divorced,Personal Auto,1,3,Call Center,Sports,Medsize,2,2011
WZ96432,California,No,Basic,Master,2011-02-19,Employed,F,Suburban,Married,Corporate Auto,3,1,Branch,Sports,Medsize,2,2011
HC90344,California,No,Basic,Bachelor,2011-02-09,Unemployed,F,Suburban,Single,Corporate Auto,2,1,Branch,Standard,Medsize,2,2011
SG59507,California,No,Basic,College,2011-02-11,Employed,F,Rural,Divorced,Personal Auto,2,2,Call Center,Standard,Medsize,2,2011
HE85298,California,No,Basic,High School or Below,2011-01-07,Employed,F,Rural,Married,Corporate Auto,3,2,Branch,Sports,Medsize,1,2011
CR83581,California,No,Basic,College,2011-02-05,Disabled,M,Suburban,Married,Personal Auto,2,1,Agent,Sports,Small,2,2011
MB15338,California,No,Basic,College,2011-02-03,Employed,M,Rural,Single,Personal Auto,2,2,Web,Standard,Medsize,2,2011
YR10848,California,Yes,Premium,Bachelor,2011-01-28,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
KA69047,California,No,Extended,Bachelor,2011-02-02,Employed,M,Rural,Single,Personal Auto,3,2,Web,Standard,Medsize,2,2011
XE72624,California,No,Basic,High School or Below,2011-02-15,Employed,F,Suburban,Married,Corporate Auto,1,4,Branch,Standard,Small,2,2011
UN77671,California,No,Extended,College,2011-01-23,Employed,F,Rural,Married,Personal Auto,3,3,Branch,Standard,Medsize,1,2011
RN72721,California,No,Basic,High School or Below,2011-01-21,Disabled,F,Suburban,Married,Personal Auto,2,4,Branch,Sports,Medsize,1,2011
LO94085,California,No,Extended,College,2011-01-30,Employed,F,Rural,Married,Personal Auto,1,4,Web,Standard,Medsize,1,2011
JR89623,California,No,Basic,High School or Below,2011-02-21,Employed,F,Rural,Married,Corporate Auto,3,2,Branch,Standard,Medsize,2,2011
VF65535,California,No,Extended,College,2011-01-18,Employed,F,Urban,Single,Corporate Auto,2,3,Agent,Sports,Medsize,1,2011
CF95802,California,No,Basic,College,2011-02-10,Unemployed,M,Suburban,Single,Personal Auto,2,2,Branch,Sports,Small,2,2011
XX88364,California,Yes,Basic,Bachelor,2011-02-18,Employed,M,Suburban,Single,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
CK15380,California,No,Basic,High School or Below,2011-02-12,Disabled,F,Urban,Married,Personal Auto,2,3,Call Center,Standard,Medsize,2,2011
HS97983,California,No,Premium,High School or Below,2011-02-20,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Standard,Small,2,2011
CC92362,California,No,Premium,Bachelor,2011-01-06,Disabled,M,Suburban,Married,Personal Auto,3,2,Call Center,Standard,Small,1,2011
JW21133,California,No,Extended,Bachelor,2011-02-10,Medical Leave,M,Suburban,Married,Personal Auto,3,1,Branch,Standard,Small,2,2011
YP72749,California,No,Basic,Bachelor,2011-02-16,Employed,F,Urban,Single,Corporate Auto,1,1,Agent,Standard,Medsize,2,2011
KW99972,California,No,Extended,High School or Below,2011-01-09,Employed,F,Urban,Married,Personal Auto,3,1,Branch,Sports,Medsize,1,2011
NW62233,California,No,Basic,Master,2011-01-28,Employed,M,Urban,Married,Personal Auto,2,4,Web,Standard,Medsize,1,2011
HJ62427,California,No,Extended,College,2011-01-02,Employed,F,Rural,Married,Personal Auto,1,1,Agent,Standard,Medsize,1,2011
TA31436,California,No,Basic,Bachelor,2011-01-09,Employed,F,Suburban,Married,Corporate Auto,3,1,Agent,Sports,Large,1,2011
ZK67670,California,No,Extended,Master,2011-01-28,Employed,F,Urban,Married,Corporate Auto,2,3,Agent,Standard,Medsize,1,2011
QK82654,California,No,Premium,College,2011-01-15,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Luxury,Small,1,2011
GY43856,California,Yes,Basic,College,2011-02-10,Employed,F,Rural,Married,Corporate Auto,3,2,Branch,Sports,Large,2,2011
BA87216,California,No,Extended,College,2011-01-20,Employed,M,Suburban,Divorced,Personal Auto,2,4,Web,Standard,Large,1,2011
OH83983,California,Yes,Extended,Doctor,2011-02-01,Employed,M,Suburban,Married,Personal Auto,2,1,Branch,Standard,Medsize,2,2011
ZU83252,California,No,Basic,Master,2011-02-09,Employed,F,Rural,Married,Personal Auto,3,3,Web,Standard,Medsize,2,2011
